startDate,endDate,duration_minutes,totalDistance_miles,totalEnergyBurned_cal,sourceName,sourceVersion,device
2023-11-15 17:33:21 -0700,2023-11-15 18:30:14 -0700,56.87521860003471,11.8842,245.017,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2023-11-17 10:58:58 -0700,2023-11-17 11:46:32 -0700,47.55556298295657,11.8699,185.205,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2023-11-25 10:25:57 -0700,2023-11-25 10:42:48 -0700,16.86307841738065,1.92889,46.8896,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2023-11-27 10:21:47 -0700,2023-11-27 11:17:51 -0700,56.06506191690763,13.0637,252.437,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2023-11-27 13:49:54 -0700,2023-11-27 14:02:47 -0700,12.87645408511162,1.95909,74.8633,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2023-11-27 18:37:49 -0700,2023-11-27 19:19:13 -0700,41.39042939742406,10.008,242.355,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2023-12-05 13:42:24 -0700,2023-12-05 13:51:37 -0700,9.218964989980062,2.38801,66.0582,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2024-01-27 09:26:10 -0700,2024-01-27 09:35:19 -0700,9.164845053354899,1.68477,41.835,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2024-01-27 09:55:16 -0700,2024-01-27 10:07:52 -0700,12.58107035557429,1.68298,46.0372,JENNIFER ’s Apple Watch,10.1.1,"<<HKDevice: 0x813585270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.1.1, creation date:2023-11-08 16:18:24 +0000>"
2024-02-03 10:26:10 -0700,2024-02-03 10:38:21 -0700,12.19033706784248,1.7634,39.4592,JENNIFER ’s Apple Watch,10.3,"<<HKDevice: 0x816f9ada0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.3, creation date:2024-01-27 20:40:52 +0000>"
2024-02-03 10:58:53 -0700,2024-02-03 11:08:06 -0700,9.202398876349131,1.65455,35.4885,JENNIFER ’s Apple Watch,10.3,"<<HKDevice: 0x816f9ada0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.3, creation date:2024-01-27 20:40:52 +0000>"
2024-02-10 09:19:20 -0700,2024-02-10 09:39:13 -0700,19.87482084830602,1.9488,43.7907,JENNIFER ’s Apple Watch,10.3,"<<HKDevice: 0x816f9ada0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.3, creation date:2024-01-27 20:40:52 +0000>"
2024-02-17 09:25:42 -0700,2024-02-17 09:39:07 -0700,13.41630968650182,1.8121,41.6545,JENNIFER ’s Apple Watch,10.3,"<<HKDevice: 0x816f9ada0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.3, creation date:2024-01-27 20:40:52 +0000>"
2024-02-17 10:28:44 -0700,2024-02-17 10:45:02 -0700,16.29761978387832,1.88166,43.3925,JENNIFER ’s Apple Watch,10.3,"<<HKDevice: 0x816f9ada0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.3, creation date:2024-01-27 20:40:52 +0000>"
2024-02-24 09:30:25 -0700,2024-02-24 09:40:20 -0700,9.920798232158026,1.6973,40.7802,JENNIFER ’s Apple Watch,10.3,"<<HKDevice: 0x81700ce10>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:10.3, creation date:2024-01-27 20:40:52 +0000>"
2025-01-06 10:21:29 -0700,2025-01-06 10:43:28 -0700,21.98262703418732,2.73705,112.352,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-06 16:47:09 -0700,2025-01-06 17:11:38 -0700,24.48580273389816,3.14537,93.7137,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-08 10:10:24 -0700,2025-01-08 10:28:38 -0700,18.23782051404317,3.01911,102.786,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-08 16:56:56 -0700,2025-01-08 17:18:50 -0700,21.90745831330617,3.10564,85.728,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-13 10:23:10 -0700,2025-01-13 10:41:42 -0700,18.5234734137853,3.00288,89.333,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-13 16:54:04 -0700,2025-01-13 17:12:05 -0700,18.01299670338631,3.02173,75.433,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-15 09:50:23 -0700,2025-01-15 10:09:24 -0700,19.02491533358892,3.10423,95.106,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-15 16:54:47 -0700,2025-01-15 17:14:51 -0700,20.07367406487465,3.13173,79.1637,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-22 09:46:33 -0700,2025-01-22 10:03:26 -0700,16.8840803583463,2.99616,93.5315,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-22 12:50:45 -0700,2025-01-22 13:10:00 -0700,19.25349324345589,3.12673,81.975,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-27 10:23:30 -0700,2025-01-27 10:42:13 -0700,18.71006818215052,3.07267,85.757,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-27 16:58:01 -0700,2025-01-27 17:22:19 -0700,24.29990461667379,3.14959,88.0448,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-29 10:14:18 -0700,2025-01-29 10:32:21 -0700,18.05453680555026,3.00226,88.3385,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-01-29 13:00:42 -0700,2025-01-29 13:24:53 -0700,24.19407826860746,4.13724,93.3055,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-05 09:52:21 -0700,2025-02-05 10:10:52 -0700,18.53150967558225,3.00171,92.2165,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-05 15:01:26 -0700,2025-02-05 15:21:29 -0700,20.05076224207878,3.04635,73.06,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-07 12:44:48 -0700,2025-02-07 13:08:21 -0700,23.55864469408989,4.31579,136.445,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-07 14:13:30 -0700,2025-02-07 14:33:58 -0700,20.46362559994062,2.91261,70.0805,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-10 10:39:03 -0700,2025-02-10 10:57:46 -0700,18.71382007996241,2.96479,84.7782,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-10 17:01:05 -0700,2025-02-10 17:25:48 -0700,24.7312059978644,3.12875,90.8493,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-12 10:15:14 -0700,2025-02-12 10:34:31 -0700,19.28856186072032,2.95118,80.8133,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-12 16:53:20 -0700,2025-02-12 17:11:01 -0700,17.67927343845367,3.04558,75.8119,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-19 09:50:56 -0700,2025-02-19 10:11:21 -0700,20.42757890423139,2.95373,105.521,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-19 16:29:44 -0700,2025-02-19 16:47:43 -0700,17.98031005660693,3.05438,74.9331,JENNIFER ’s Apple Watch,11.2,"<<HKDevice: 0x8171d8640>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.2, creation date:2024-12-28 21:33:02 +0000>"
2025-02-24 10:24:19 -0700,2025-02-24 10:44:17 -0700,19.96733888785044,2.9877,85.261,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x817249590>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-02-24 16:47:31 -0700,2025-02-24 17:08:13 -0700,20.69566824237506,3.12435,78.0791,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x817249590>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-02-26 09:56:08 -0700,2025-02-26 10:12:29 -0700,16.3522346774737,2.95433,91.5835,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x817249590>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-02-26 16:26:24 -0700,2025-02-26 16:47:34 -0700,21.16716755628586,3.05644,87.394,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x817249590>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-03 10:23:59 -0700,2025-03-03 10:42:53 -0700,18.88557442824046,2.95605,99.272,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x817249590>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-03 16:57:24 -0700,2025-03-03 17:21:33 -0700,24.14356801311175,3.03092,82.449,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x817249590>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-12 09:33:52 -0700,2025-03-12 09:53:14 -0700,19.36421189109484,2.94677,79.5945,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-19 08:46:03 -0700,2025-03-19 09:02:40 -0700,16.62032557328542,2.94192,93.2344,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-19 12:19:12 -0700,2025-03-19 12:37:57 -0700,18.73970668713252,3.05601,77.7213,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-31 09:34:36 -0700,2025-03-31 09:51:49 -0700,17.22119880716006,2.89004,83.4415,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-03-31 16:16:27 -0700,2025-03-31 16:34:22 -0700,17.92612596948942,3.01066,77.7505,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-02 12:40:17 -0700,2025-04-02 12:55:52 -0700,15.58569970528285,2.96241,89.0673,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-02 16:12:00 -0700,2025-04-02 16:33:44 -0700,21.72603306372961,3.0401,77.5635,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-07 16:08:18 -0700,2025-04-07 16:28:29 -0700,20.17386699517568,3.06419,77.2482,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-10 09:53:21 -0700,2025-04-10 10:10:54 -0700,17.5629766245683,2.95631,82.4645,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-10 16:10:29 -0700,2025-04-10 16:31:13 -0700,20.73090221683184,3.00951,90.0993,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-14 09:47:35 -0700,2025-04-14 10:06:08 -0700,18.54836230079333,2.93076,90.304,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-14 16:19:26 -0700,2025-04-14 16:40:23 -0700,20.94711782932281,3.13763,74.9678,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-16 09:43:32 -0700,2025-04-16 10:00:53 -0700,17.34522165854772,2.83221,81.868,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-16 16:16:26 -0700,2025-04-16 16:40:06 -0700,23.67176106770833,3.1054,80.343,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-17 12:49:37 -0700,2025-04-17 13:05:55 -0700,16.28610945542653,2.93209,85.7675,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-17 15:28:07 -0700,2025-04-17 15:46:45 -0700,18.6219580411911,2.99042,75.0507,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-21 09:39:12 -0700,2025-04-21 09:56:55 -0700,17.72194043199221,2.9512,85.7785,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-21 16:24:31 -0700,2025-04-21 16:50:21 -0700,25.83343114654223,3.05852,99.672,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-23 09:59:00 -0700,2025-04-23 10:15:24 -0700,16.39251994490623,2.96231,88.0717,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-23 16:13:26 -0700,2025-04-23 16:38:52 -0700,25.42495645483335,3.03341,82.0325,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-24 09:37:14 -0700,2025-04-24 09:53:11 -0700,15.94742116530736,2.92352,93.6118,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-24 16:15:51 -0700,2025-04-24 16:34:26 -0700,18.58255394895872,3.04851,73.1337,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-28 09:36:35 -0700,2025-04-28 09:53:57 -0700,17.35427931745847,2.96855,85.169,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-04-28 16:18:31 -0700,2025-04-28 16:39:24 -0700,20.87191156744957,3.02648,89.8098,JENNIFER ’s Apple Watch,11.3.1,"<<HKDevice: 0x81724af80>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.3.1, creation date:2025-02-21 00:32:59 +0000>"
2025-05-01 10:22:59 -0700,2025-05-01 10:39:50 -0700,16.85036181211472,2.9683,87.4853,JENNIFER ’s Apple Watch,11.4,"<<HKDevice: 0x8172f4500>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.4, creation date:2025-05-01 06:12:08 +0000>"
2025-05-01 15:05:26 -0700,2025-05-01 15:14:32 -0700,9.106087493896485,1.31666,30.8297,JENNIFER ’s Apple Watch,11.4,"<<HKDevice: 0x8172f4500>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch7,3, software:11.4, creation date:2025-05-01 06:12:08 +0000>"
